241788, Taremi, 81, ST, FC Porto, https://cdn.fifacm.com/content/media/imgs/fc24/players/p241788.png?v=22
213955, Sardar Azmoun, 79, ST | CAM, Roma, https://cdn.fifacm.com/content/media/imgs/fc24/players/p213955.png?v=22
215871, Alireza Jahanbakhsh, 73, RW, Feyenoord, https://cdn.fifacm.com/content/media/imgs/fc24/players/p215871.png?v=22
194354, Ehsan Haji Safi, 72, LB | CB | CM, AEK, https://cdn.fifacm.com/content/media/imgs/fc24/players/p194354.png?v=22
233218, Milad Mohammadi, 72, LB, Adana Demirspor, https://cdn.fifacm.com/content/media/imgs/fc24/players/p233218.png?v=22
243551, Ali Gholizadeh, 71, RM | CF, Lech Poznań, https://cdn.fifacm.com/content/media/imgs/fc24/players/p243551.png?v=22
244259, Sadegh Moharrami, 70, RB | RM | RWB, Dinamo Zagreb, https://cdn.fifacm.com/content/media/imgs/fc24/players/p244259.png?v=22
243549, Majid Hosseini, 69, CB, Kayserispor, https://cdn.fifacm.com/content/media/imgs/fc24/players/p243549.png?v=22
251575, Allahyar Sayyadmanesh, 68, LM | RM | ST, Westerlo, https://cdn.fifacm.com/content/media/imgs/fc24/players/p251575.png?v=22
231949, Saman Ghoddos, 67, CM | LWB | RWB, Brentford, https://www.fifacm.com/content/media/imgs/fc24/players/notfound_player.png
241793, Ali Karimi, 67, CM | CDM, Kayserispor, https://cdn.fifacm.com/content/media/imgs/fc24/players/p241793.png?v=22
259094, Ali Alipour, 66, ST | LM, Gil Vicente FC, https://cdn.fifacm.com/content/media/imgs/fc24/players/p259094.png?v=22
